From	Date	Category	Amount
Grondahl	11/09/2025	Green Hills	0.36
Balau	11/09/2025	Misc.	1.66
Lizzië	11/09/2025	Misc.	0.26
Dirtysanta	11/09/2025	Mining	1.45
Dirtysanta	11/09/2025	Cloth	14.74
Whiskijack	11/09/2025	Cooking	0.78
Whiskijack	11/09/2025	Alchemy	2.0
Sraiden	11/09/2025	Meat	0.76
Sraiden	11/09/2025	Cloth	1.6
Sraiden	11/09/2025	Skinning	0.4
Maedra	11/09/2025	Cloth	6.7
Maedra	11/09/2025	Misc.	1.55
Maedra	11/09/2025	Gear	0.3
Bloodygary	11/09/2025	Meat	0.32
Bloodygary	11/09/2025	Misc.	0.3999999999999999
Bloodygary	11/09/2025	Alchemy	0.01
Bloodygary	11/09/2025	Fishing	-0.08
Bloodygary	11/09/2025	Gear	0.18
Bloodygary	11/09/2025	Mining	0.01
Jadiaz	11/09/2025	Skinning	0.15
Yire	11/09/2025	Cloth	3.16
Stormyj	11/09/2025	Tailoring	0.6
Stormyj	11/09/2025	Misc.	0.78
Whiskijack	11/09/2025	Misc.	21.72
Allexie	11/09/2025	Herbalism	18.9
Jadiaz	11/09/2025	Herbalism	0.5800000000000001
Jadiaz	11/09/2025	Gear	0.8
Sraiden	11/09/2025	Misc.	0.76
Mnorrog	11/09/2025	Misc.	0.79
Mnorrog	11/09/2025	Leatherworking	0.1
Whiskijack	11/09/2025	Mining	0.46
Whiskijack	11/09/2025	Meat	0.1
Whiskijack	11/09/2025	Cloth	0.8
Jägerin	11/09/2025	Engineering	0.01
Jägerin	11/09/2025	Quest	0.03
Jägerin	11/09/2025	Mining	0.05
Jägerin	11/09/2025	Cloth	0.3
Jägerin	11/09/2025	Misc.	0.38
Ultrabussy	11/09/2025	Misc.	0.43
Ultrabussy	11/09/2025	Gear	0.6
Ultrabussy	11/09/2025	Tailoring	0.04
Roguefruit	11/09/2025	Misc.	3.59
Malyonso	11/09/2025	Misc.	2.8
Deliara	11/09/2025	Herbalism	0.28
Deliara	11/09/2025	Tailoring	0.6
Prìest	11/09/2025	Fishing	4.0
Prìest	11/09/2025	Skinning	0.02
Bannasmire	11/09/2025	Meat	0.04
Bannasmire	11/09/2025	Mining	1.43
Lews	11/09/2025	Herbalism	2.2
Lews	11/09/2025	Alchemy	30.0
Lews	11/09/2025	Quest	1.6
Sraiden	11/09/2025	Mining	0.03
Jadiaz	11/09/2025	Mining	0.3299999999999999
Neverdiedm	11/09/2025	Meat	0.2299999999999999
Neverdiedm	11/09/2025	Mining	0.03
Neverdiedm	11/09/2025	Skinning	0.09
Yire	11/09/2025	Skinning	0.4
Dirtysanta	11/09/2025	Misc.	0.8300000000000001
Gnoobie	11/09/2025	Cooking	0.5
Gnoobie	11/09/2025	Misc.	2.89
Gnoobie	11/09/2025	Alchemy	0.29
Gnoobie	11/09/2025	Mining	1.12
Gnoobie	11/09/2025	Meat	0.66
Gnoobie	11/09/2025	Herbalism	0.06
Makleish	11/09/2025	Green Hills	2.63
Makleish	11/09/2025	Alchemy	0.65
Énvy	11/09/2025	Meat	0.3299999999999999
Yuriv	11/09/2025	Cloth	32.4
Yuriv	11/09/2025	Misc.	12.8
Yuriv	11/09/2025	Mining	2.14
Impshot	11/09/2025	Misc.	0.36
Impshot	11/09/2025	Meat	0.1
Tinyrage	11/09/2025	Community	3.0
Dzunk	11/09/2025	Blacksmithing	1.9
Dzunk	11/09/2025	Misc.	1.64
Stormyj	11/09/2025	Gear	0.1
Stormyj	11/09/2025	Cloth	0.8400000000000001
Whiskijack	11/09/2025	Enchanting	1.9
Artemiz	11/09/2025	Gear	0.4
Roguefruit	11/09/2025	Mining	1.65
Roguefruit	11/09/2025	Cloth	0.56
Roguefruit	11/09/2025	Meat	0.04
Yire	11/09/2025	First Aid	1.0
Aliserina	11/09/2025	Tailoring	0.75
Gartrodiette	11/09/2025	Meat	0.03
Gartrodiette	11/09/2025	Alchemy	0.01
Celestana	11/09/2025	Quest	0.18
Celestana	11/09/2025	Misc.	0.03
Celestana	11/09/2025	Green Hills	0.44
Onerunner	11/09/2025	Misc.	0.99
Abbessa	11/09/2025	Misc.	0.46
Stormyj	11/09/2025	Engineering	1.5
Vslaughterer	11/09/2025	Mining	0.41
Vslaughterer	11/09/2025	Cloth	11.18
Vslaughterer	11/09/2025	Skinning	0.02
Gnephe	11/09/2025	Cloth	10.4
Gnephe	11/09/2025	Meat	34.8
Derringeria	11/09/2025	Alchemy	0.8200000000000001
Neverdiedr	11/09/2025	Cloth	0.06
Bankrobero	11/09/2025	Fishing	2.4
Derringeria	11/09/2025	Misc.	0.42
Pixley	11/09/2025	Cloth	8.8
Pixley	11/09/2025	Misc.	1.54
Yuriv	11/09/2025	Gear	0.3
Sylvandor	11/09/2025	Cloth	14.58
Yuriv	11/09/2025	Tailoring	0.02
Yuriv	11/09/2025	Meat	0.31
Yuriv	11/09/2025	Skinning	0.1
Yuriv	11/09/2025	Vendor	0.0
Impshot	11/09/2025	Skinning	0.92
Impshot	11/09/2025	Quest	3.2
Impshot	11/09/2025	Alchemy	0.04
Allexie/Lireala/Bryllie	11/09/2025	Banking	9.5
Mnor	11/10/2025	Community	3.0
Baldystab	11/10/2025	Community	6.0
Bloodknife	11/10/2025	Community	6.0
Fentwarlordx	11/10/2025	Community	6.0
Twelv	11/10/2025	Community	3.0
Selik	11/10/2025	Community	6.0
Blood	11/10/2025	Community	9.0
Allexie	11/10/2025	Community	6.0
Ynott	11/10/2025	Community	6.0
Lunashosanna	11/10/2025	Community	3.0
Dzezel	11/10/2025	Community	3.0
Strohm	11/10/2025	Community	3.0
Deves	11/10/2025	Community	6.0
gnoobie	11/10/2025	Community	3.0
Solaurica	11/10/2025	Community	3.0
Spirtuix	11/10/2025	Community	3.0
Scathy	11/10/2025	Community	3.0
Courtanganet	11/10/2025	Community	3.0
Gygaxson	11/10/2025	Community	3.0
Cerydra	11/10/2025	Community	6.0
McDilda	11/10/2025	Community	3.0
Fruitadjacnt	11/10/2025	Community	6.0
Sonragon	11/10/2025	Community	3.0
Buodicca	11/10/2025	Community	3.0
AngryGary	11/10/2025	Community	6.0
Makenzi	11/10/2025	Community	9.0
Mire	11/10/2025	Community	3.0
Amaranthus	11/10/2025	Community	3.0
Rincewind	11/10/2025	Community	9.0
Pixley	11/10/2025	Community	6.0
Jägerin	11/10/2025	Community	3.0
Peagerm	11/10/2025	Community	3.0
Hamelton	11/10/2025	Community	3.0
Jadiaz3399	11/10/2025	Community	15.0
oakshadon	11/10/2025	Community	3.0
Lawn	11/10/2025	Community	3.0
Yololock	11/10/2025	Community	3.0
Stainsangel	11/10/2025	Community	3.0
Khârn	11/10/2025	Community	6.0
Slootli	11/10/2025	Community	3.0
Vixinator	11/10/2025	Community	6.0
ItsmeClear/Vixinator	11/10/2025	Community	3.0
Jbpaladin	11/10/2025	Community	3.0
Lillandra	11/10/2025	Community	3.0
Frostswords	11/10/2025	Community	3.0
Yire	11/10/2025	Community	3.0
AjHammock	11/10/2025	Community	3.0
Teflon	11/10/2025	Community	3.0
rougex	11/10/2025	Community	3.0
Gìmlí	11/10/2025	Community	3.0
Sonragon/Buodicca	11/10/2025	Community	3.0
Oominaughty	11/10/2025	Community	3.0
Vi	11/10/2025	Community	3.0
Bintang	11/10/2025	Community	3.0
Sanierily	11/10/2025	Cloth	0.4
Sanierily	11/10/2025	Misc.	0.67
Sanierily	11/10/2025	Gear	0.25
Makleish	11/10/2025	Alchemy	0.4
Gnephe	11/10/2025	Enchanting	3.45
Bearsome	11/10/2025	Gear	0.8
Bearsome	11/10/2025	Misc.	1.62
Gnephe	11/10/2025	Meat	0.2
Smashtango	11/10/2025	Blacksmithing	4.9
Impshot	11/10/2025	Meat	0.02
Impshot	11/10/2025	Misc.	0.1
Impshot	11/10/2025	Mining	0.49
Derringeria	11/10/2025	Leatherworking	4.0
Demetrik	11/10/2025	Misc.	0.47
Amarànthus	11/10/2025	Mining	4.15
Amarànthus	11/10/2025	Herbalism	1.2700000000000002
Amarànthus	11/10/2025	Misc.	0.8
Tobias	11/10/2025	Alchemy	15.65
Tobias	11/10/2025	Herbalism	8.0
Mcmoisty	11/10/2025	Green Hills	0.92
Mcmoisty	11/10/2025	Misc.	0.0
Bunney	11/10/2025	Misc.	0.01
Yuriv	11/10/2025	Misc.	2.17
Yuriv	11/10/2025	Cloth	7.1
Yuriv	11/10/2025	Meat	1.12
Jadiaz	11/10/2025	Alchemy	1.66
Jadiaz	11/10/2025	Mining	0.87
Jadiaz	11/10/2025	Gear	0.25
Jadiaz	11/10/2025	Herbalism	0.24
Jadiaz	11/10/2025	Cloth	6.0
Jadiaz	11/10/2025	Misc.	0.1699999999999999
Jadiaz	11/10/2025	Tailoring	0.25
Courtanganet	11/10/2025	Banking	9.5
Allexie/Lireala/Bryllie	11/10/2025	Banking	3.5
Makoro	11/10/2025	Community	3.0
AngryGary	11/10/2025	Banking	8.0
Courtanganet	11/10/2025	Banking	18.0
Bunbun	11/10/2025	Community	3.0
Ceregner	11/10/2025	Meat	1.71
Ceregner	11/10/2025	Misc.	0.0
Jarn	11/10/2025	Meat	1.12
Jarn	11/10/2025	Quest	1.76
Jarn	11/10/2025	Misc.	2.53
Ceregner	11/10/2025	Alchemy	1.35
Ceregner	11/10/2025	First Aid	0.06
Yuriv	11/10/2025	Meat	1.1
Yuriv	11/10/2025	Misc.	3.3200000000000003
Yuriv	11/10/2025	Gear	0.3
Yuriv	11/10/2025	Blacksmithing	2.0
Yuriv	11/10/2025	Mining	0.1
Yuriv	11/10/2025	Cloth	9.5
Gnoobie	11/10/2025	Alchemy	0.41
Gnoobie	11/10/2025	Misc.	0.97
Gnoobie	11/10/2025	Meat	0.34
Gnoobie	11/10/2025	Mining	0.38
Gnoobie	11/10/2025	Herbalism	0.08
Gnoobie	11/10/2025	Skinning	0.03
Gnoobie	11/10/2025	Cloth	3.8
Lockedonhc	11/10/2025	Misc.	0.88
Snuggles	11/10/2025	Green Hills	0.09
Angrygary	11/10/2025	Meat	4.18
Angrygary	11/10/2025	Misc.	18.88
Angrygary	11/10/2025	Cloth	27.7
Angrygary	11/10/2025	Mining	1.0
Angrygary	11/10/2025	Quest	0.2
Jadiaz	11/10/2025	Alchemy	6.38
Jadiaz	11/10/2025	Meat	3.3200000000000003
Jadiaz	11/10/2025	Misc.	11.16
Jadiaz	11/10/2025	Mining	0.39
Makopa	11/10/2025	Green Hills	0.52
Ghromster	11/10/2025	Tailoring	0.75
Gygaxson	11/10/2025	Cloth	1.8
Gygaxson	11/10/2025	Leatherworking	3.5
Gygaxson	11/10/2025	Meat	0.8
Gygaxson	11/10/2025	Misc.	1.42
Neverdiedm	11/10/2025	Green Hills	0.54
Neverdiedm	11/10/2025	Mining	0.03
Vixinator	11/10/2025	Misc.	18.7
Derringeria	11/10/2025	Misc.	1.52
Derringeria	11/10/2025	Mining	0.03
Derringeria	11/10/2025	Gear	0.2
Angrygary	11/10/2025	Skinning	36.0
Bryllie	11/10/2025	Skinning	36.0
Vixinator	11/10/2025	Skinning	36.0
Yire	11/10/2025	Alchemy	1.2
Yire	11/10/2025	Cloth	0.04
Jadiaz	11/10/2025	Tailoring	0.6
Jadiaz	11/10/2025	Quest	0.04
Jadiaz	11/10/2025	Cloth	0.52
Jadiaz	11/10/2025	Engineering	0.6
Jadiaz	11/10/2025	Blacksmithing	0.75
Blazeworth	11/10/2025	Misc.	1.91
Blazeworth	11/10/2025	Tailoring	0.5
Yire	11/10/2025	Misc.	0.89
Syrynn	11/10/2025	Misc.	0.88
Sonragon	11/10/2025	Misc.	0.0
Tinyrage	11/10/2025	Quest	0.22
Syrynn	11/10/2025	Meat	6.04
Gnoxious	11/10/2025	Meat	0.7000000000000001
Pixley	11/10/2025	Alchemy	2.5
Pixley	11/10/2025	Herbalism	2.0
Daglin	11/10/2025	Green Hills	0.77
Jägerin	11/10/2025	Mining	0.08
Jägerin	11/10/2025	Meat	2.23
Jägerin	11/10/2025	Misc.	1.19
Grondahl	11/10/2025	Cloth	10.0
Bryllie	11/10/2025	Misc.	38.8
Jägerin	11/10/2025	Alchemy	0.01
Jägerin	11/10/2025	Cloth	0.26
Gnoxious	11/10/2025	Cloth	40.0
Gnoxious	11/10/2025	Misc.	5.86
Jägerin	11/10/2025	Leatherworking	0.06
Stormyj	11/10/2025	Cloth	0.68
Stormyj	11/10/2025	Vendor	0.045
Stormyj	11/10/2025	Skinning	0.03
Stormyj	11/10/2025	Alchemy	0.03
Swàmp	11/10/2025	Leatherworking	0.2
Däelan	11/10/2025	Alchemy	0.4600000000000001
Daglin	11/10/2025	Misc.	12.8
Tinyrage	11/10/2025	Misc.	0.44
Sumeko	11/10/2025	Misc.	5.32
Sumeko	11/10/2025	Cloth	3.1
Ingtar	11/10/2025	Quest	1.8
Ingtar	11/10/2025	Cloth	2.0
Ingtar	11/10/2025	Misc.	1.96
Ingtar	11/10/2025	Alchemy	0.2
Gygaxson	11/10/2025	Alchemy	0.11
Alivekeeper	11/10/2025	Blacksmithing	0.04
Tinyrage	11/10/2025	Meat	0.09
Énvy	11/10/2025	Misc.	0.54
Hiddenergary	11/10/2025	Cloth	7.84
Hiddenergary	11/10/2025	First Aid	0.45
Hiddenergary	11/10/2025	Misc.	2.14
Gnoxious	11/10/2025	Engineering	0.88
Bryllie	11/10/2025	Alchemy	0.52
Gnoxious	11/10/2025	Skinning	0.2
Angrygary	11/10/2025	Mining	0.88
Snowshoe	11/10/2025	Green Hills	0.42
Veliaz	11/10/2025	Misc.	0.0
Sanierily	11/10/2025	Misc.	0.45
Sanierily	11/10/2025	Cloth	0.56
Blankerz	11/10/2025	Meat	0.01
Haltom	11/10/2025	Misc.	0.53
Blood/Lews	11/10/2025	Banking	0.5
Gheralt/ArtoriusVigo	11/10/2025	Banking	8.0
Ghromz	11/10/2025	Banking	15.0
AngryGary	11/10/2025	Banking	16.0
Kilroth	11/10/2025	Banking	3.5
Kharn	11/10/2025	Banking	4.0
Jarn	11/10/2025	Banking	3.0
Allexie/Lireala/Bryllie	11/10/2025	Banking	5.5
Melissabanks	11/11/2025	Misc.	11.47
Melissabanks	11/11/2025	Cooking	6.7
Yire	11/11/2025	Cooking	1.5
Yire	11/11/2025	Misc.	0.74
Dirtysanta	11/11/2025	Green Hills	0.44
Bunbun	11/11/2025	Misc.	0.31
Bunbun	11/11/2025	Mining	0.0699999999999999
Bryllie	11/11/2025	Alchemy	0.4
Jarn	11/11/2025	Meat	5.08
Yire	11/11/2025	Alchemy	0.8400000000000001
Yire	11/11/2025	Tailoring	1.0499999999999998
Chëmikill	11/11/2025	Meat	4.8
Chëmikill	11/11/2025	Misc.	0.6
Jethi	11/11/2025	Blacksmithing	0.08
Jethi	11/11/2025	Misc.	0.72
Jethi	11/11/2025	Meat	0.35
Jethi	11/11/2025	Skinning	0.24
Yire	11/11/2025	Cloth	0.34
Burninglove	11/11/2025	Misc.	0.0
Burninglove	11/11/2025	Quest	2.5
Yire	11/11/2025	Meat	0.06
Yire	11/11/2025	Mining	0.18
Jethi	11/11/2025	Tailoring	0.04
Makleish	11/11/2025	Alchemy	0.5
Bloodknife	11/11/2025	Meat	0.08
Bloodknife	11/11/2025	Misc.	4.66
Wearbare	11/11/2025	Misc.	2.0
Bloodknife	11/11/2025	Herbalism	4.08
Bloodknife	11/11/2025	Cloth	0.7
Bloodknife	11/11/2025	Alchemy	0.2
Lizzië	11/11/2025	Cloth	4.4
Lizzië	11/11/2025	Mining	0.02
Lizzië	11/11/2025	Fishing	0.2
Yuriv	11/11/2025	Misc.	1.08
Gygaxson	11/11/2025	Misc.	0.36
Diaxiristis	11/11/2025	Misc.	0.34
Lunashoshana	11/11/2025	Engineering	9.6
Lizzië	11/11/2025	Misc.	1.53
Lizzië	11/11/2025	Meat	0.18
Gnoxious	11/11/2025	Misc.	0.18
Pimientito	11/11/2025	Community	3.0
Tobias	11/11/2025	Banking	5.0
AngryGary	11/11/2025	Banking	9.0
Jarn	11/11/2025	Banking	38.5
Allexie/Lireala/Bryllie	11/11/2025	Banking	10.0
AngryGary	11/11/2025	Banking	0.5
Snuggles	11/11/2025	Green Hills	0.37
Amarànthus	11/11/2025	Herbalism	0.9000000000000001
Jadiaz	11/11/2025	Green Hills	1.04
Jadiaz	11/11/2025	Meat	0.35
Gygaxson	11/11/2025	Leatherworking	6.0
Jadiaz	11/11/2025	Misc.	1.9
Syrynn	11/11/2025	Meat	0.18
Syrynn	11/11/2025	Skinning	0.4
Syrynn	11/11/2025	Misc.	0.36
Jadiaz	11/11/2025	Alchemy	0.7100000000000001
Jadiaz	11/11/2025	Cloth	3.6
Jadiaz	11/11/2025	Ore	0.43
Wützkatze	11/11/2025	Cloth	1.2000000000000002
Syrynn	11/11/2025	Engineering	0.16
Syrynn	11/11/2025	Alchemy	0.32
Cerydra	11/11/2025	Alchemy	0.96
Jayare	11/11/2025	Misc.	0.37
Jayare	11/11/2025	Gear	0.3
Gygaxson	11/11/2025	Cloth	8.74
Gygaxson	11/11/2025	Alchemy	0.2799999999999999
Artemiz	11/11/2025	Cooking	0.4
Pureviolence	11/11/2025	Engineering	1.7
Pureviolence	11/11/2025	Misc.	0.31
Artemiz	11/11/2025	Misc.	2.96
Arcat	11/11/2025	Alchemy	8.530000000000001
Blankerz	11/11/2025	Meat	0.06
Blankerz	11/11/2025	Gear	20.0
Blankerz	11/11/2025	Misc.	0.6
Pureviolence	11/11/2025	Skinning	0.46
Pureviolence	11/11/2025	Meat	0.16
Pureviolence	11/11/2025	Enchanting	1.6
Jadiaz	11/11/2025	Skinning	0.27
Yire	11/11/2025	Tailoring	0.3
Tinyrage	11/11/2025	Meat	0.63
Kilrish	11/11/2025	Meat	0.5
Immabanker	11/11/2025	Misc.	0.53
Immabanker	11/11/2025	Quest	0.32
Immabanker	11/11/2025	Cooking	0.38
Immabanker	11/11/2025	Blacksmithing	0.2
Immabanker	11/11/2025	Skinning	3.8
Immabanker	11/11/2025	Herbalism	0.6000000000000001
Immabanker	11/11/2025	Tailoring	0.31
Immabanker	11/11/2025	Cloth	4.800000000000001
Immabanker	11/11/2025	Ore	1.8
Immabanker	11/11/2025	Meat	0.5
Yire	11/11/2025	Meat	3.11
Tinyrage	11/11/2025	Misc.	0.79
Yire	11/11/2025	Cloth	0.14
Yire	11/11/2025	Ore	0.93
Yire	11/11/2025	Herbalism	0.01
Yire	11/11/2025	Misc.	1.06
Hatehealer	11/11/2025	Ore	0.01
Hatehealer	11/11/2025	Misc.	0.04
Hatehealer	11/11/2025	Meat	0.04
Hatehealer	11/11/2025	Herbalism	0.04
Dirtysanta	11/11/2025	Skinning	11.160000000000002
Dirtysanta	11/11/2025	Cloth	3.8
Dirtysanta	11/11/2025	Green Hills	0.09
Makenzi	11/11/2025	Green Hills	0.46
Makenzi	11/11/2025	Quest	0.16
Allexie	11/11/2025	Alchemy	0.08
Muddysh	11/11/2025	Misc.	0.33
Muddysh	11/11/2025	Cloth	0.4
Jarn	11/11/2025	Meat	8.03
Jarn	11/11/2025	Misc.	0.8500000000000001
Jarn	11/11/2025	Quest	0.04
Tobias	11/11/2025	Herbalism	1.37
Tobias	11/11/2025	Gear	0.1
Gygaxson	11/11/2025	Tailoring	0.25
Gygaxson	11/11/2025	Ore	0.15
Gygaxson	11/11/2025	Misc.	1.51
Impshot	11/11/2025	First Aid	1.36
Impshot	11/11/2025	Alchemy	0.05
Impshot	11/11/2025	Misc.	0.0
Dirtysanta	11/11/2025	Ore	0.56
Dirtysanta	11/11/2025	Misc.	2.6
Dirtysanta	11/11/2025	Quest	0.14
Mnorrog	11/11/2025	Skinning	0.6000000000000001
Mnorrog	11/11/2025	Cloth	0.8
Mnorrog	11/11/2025	Misc.	1.76
Mnorrog	11/11/2025	Ore	0.01
Pimientito	11/11/2025	Alchemy	0.05
Pimientito	11/11/2025	Misc.	0.8899999999999999
Pimientito	11/11/2025	Meat	0.12
Lottalocks	11/11/2025	Ore	1.2000000000000002
Melissabanks	11/11/2025	Misc.	12.49
Chëmikill	11/11/2025	Herbalism	0.04
Samndeanrock	11/11/2025	Meat	11.68
Samndeanrock	11/11/2025	Misc.	0.0
Questnfood	11/11/2025	Quest	14.88
Questnfood	11/11/2025	Misc.	0.78
Questnfood	11/11/2025	Meat	10.5
Jadiaz	11/11/2025	Herbalism	0.4
Smashtango	11/11/2025	Misc.	0.36
Abbessa	11/11/2025	Misc.	0.43
Melissaemats	11/11/2025	Enchanting	7.800000000000001
Melissahmats	11/11/2025	Alchemy	37.15
Melissahmats	11/11/2025	Fishing	4.0
Melissahmats	11/11/2025	Herbalism	0.07
Melissahmats	11/11/2025	Misc.	0.0
Melissalmats	11/11/2025	Leatherworking	3.15
Melissalmats	11/11/2025	Skinning	5.800000000000001
Melissafmats	11/11/2025	Fishing	-1.4500000000000002
Melissafmats	11/11/2025	Misc.	0.0
Melissammats	11/11/2025	Ore	9.9
Melissammats	11/11/2025	Misc.	0.64
Melissammats	11/11/2025	Engineering	1.57
Melissammats	11/11/2025	Quest	8.73
Artemiz	11/11/2025	Gear	0.2
Melissammats	11/11/2025	Blacksmithing	0.2
Pimientito	11/11/2025	Cloth	1.78
Melissatmats	11/11/2025	Cloth	1.6
Melissatmats	11/11/2025	Misc.	0.04
Melissagear	11/11/2025	Misc.	10.28
Melissagear	11/11/2025	Blacksmithing	1.75
Alchamel	11/11/2025	Alchemy	26.46
Alchamel	11/11/2025	Enchanting	1.3199999999999998
Alchamel	11/11/2025	Misc.	10.0
Alchamel	11/11/2025	First Aid	0.2
Missypriest	11/11/2025	Alchemy	13.0
Melissabanks	11/11/2025	Fishing	0.15
Melissabanks	11/11/2025	Cooking	3.79
Yire	11/11/2025	Cooking	1.0
Oakbanker	11/11/2025	First Aid	1.0
Hatewarrior	11/11/2025	Cloth	0.16
Hatewarrior	11/11/2025	Ore	0.11
Hatewarrior	11/11/2025	Meat	0.01
Ghromz	11/11/2025	Banking	0.5
Gnormal	11/11/2025	Banking	0.5
Taresitia	11/11/2025	Banking	1.0
Kilroth	11/11/2025	Banking	4.5
Jarn	11/11/2025	Banking	0.5
Allexie/Lireala/Bryllie	11/11/2025	Banking	5.5
Pimientito	11/12/2025	Meat	12.05
Draeden	11/12/2025	Misc.	0.06
Dirtysanta	11/12/2025	Meat	0.3
Dirtysanta	11/12/2025	Misc.	0.63
Dirtysanta	11/12/2025	Mining	0.69
Malkorin	11/12/2025	Meat	1.9
Malkorin	11/12/2025	Leatherworking	0.3
Rivendare	11/12/2025	Misc.	0.39
Artemiz	11/12/2025	Misc.	1.02
Courtanganet	11/12/2025	Meat	15.52
Courtanganet	11/12/2025	Quest	0.38
Courtanganet	11/12/2025	Misc.	0.3
Teflon	11/12/2025	Cloth	4.6
Teflon	11/12/2025	Misc.	0.45
Darlandru	11/12/2025	Fishing	2.0
Aegorax	11/12/2025	Misc.	2.24
Aegorax	11/12/2025	Blacksmithing	0.5
Gygaxigerbus	11/12/2025	Misc.	0.33
Amarànthus	11/12/2025	Mining	4.64
Gygaxson	11/12/2025	Misc.	8.0
Snugnuts	11/12/2025	Meat	0.01
Snugnuts	11/12/2025	Quest	0.06
Amarànthus	11/12/2025	Herbalism	2.84
Amarànthus	11/12/2025	Cloth	1.02
Tinyrage	11/12/2025	Meat	0.13
Aliserina	11/12/2025	Misc.	0.42
Aliserina	11/12/2025	Meat	0.04
Yuriv	11/12/2025	Misc.	5.6
Yuriv	11/12/2025	Meat	0.62
Yuriv	11/12/2025	Herbalism	0.04
Mcmoisty	11/12/2025	Green Hills	0.86
Khârn	11/12/2025	Tailoring	0.5
Khârn	11/12/2025	Misc.	1.55
Khârn	11/12/2025	Skinning	0.04
Yuriv	11/12/2025	Mining	1.14
Yuriv	11/12/2025	Skinning	0.01
Yuriv	11/12/2025	Cloth	6.4
Khârn	11/12/2025	Mining	0.21
Khârn	11/12/2025	Herbalism	2.62
Khârn	11/12/2025	Meat	0.01
Snuggles	11/12/2025	Green Hills	0.91
Snuggles	11/12/2025	Cloth	0.6000000000000001
Snuggles	11/12/2025	Misc.	0.01
Muddysh	11/12/2025	Misc.	0.05
Jadiaz	11/12/2025	Mining	0.7
Jadiaz	11/12/2025	Alchemy	0.44
Jadiaz	11/12/2025	Misc.	0.4
Jadiaz	11/12/2025	Green Hills	0.08
Jadiaz	11/12/2025	Cloth	1.4
Thräe	11/12/2025	Tailoring	2.0
Gheralt/ArtoriusVigo	11/12/2025	Banking	3.0
Kharn	11/12/2025	Banking	6.5
Allexie/Lireala/Bryllie	11/12/2025	Banking	8.0
Jarn	11/12/2025	Banking	7.5
AngryGary	11/12/2025	Banking	2.5
Bikinislayer	11/12/2025	Community	3.0
Jägerin	11/12/2025	Cloth	0.44
Jägerin	11/12/2025	Mining	0.14
Jägerin	11/12/2025	Meat	0.06
Jägerin	11/12/2025	Misc.	0.32
Shmarple	11/12/2025	Cloth	0.8
Jayare	11/12/2025	Misc.	0.3999999999999999
Maedra	11/12/2025	Cloth	5.38
Maedra	11/12/2025	Misc.	2.2
Chëmikill	11/12/2025	Alchemy	0.56
Æxorcist	11/12/2025	Misc.	0.71
Allcraft	11/12/2025	Cloth	13.74
Tinyrage	11/12/2025	Meat	0.76
Tinyrage	11/12/2025	Alchemy	0.01
Pixley	11/12/2025	Misc.	18.83
Pixley	11/12/2025	Mining	0.4
Theprecious	11/12/2025	Fishing	1.5
Theprecious	11/12/2025	Misc.	0.0
Immabanker	11/12/2025	Misc.	0.7
Immabanker	11/12/2025	Blacksmithing	0.05
Gartrodiette	11/12/2025	Alchemy	0.01
Gartrodiette	11/12/2025	Quest	0.23
Gartrodiette	11/12/2025	Misc.	0.05
Gartrodiette	11/12/2025	Meat	0.02
Gartrodiette	11/12/2025	Skinning	0.09
Swàmp	11/12/2025	Cloth	8.0
Bikinislayer	11/12/2025	Mining	0.03
Bikinislayer	11/12/2025	Misc.	0.0
Artemiz	11/12/2025	Misc.	1.28
Melissam	11/12/2025	Herbalism	2.2
Melissam	11/12/2025	Fishing	4.35
Melissam	11/12/2025	Quest	0.2
Melissam	11/12/2025	Alchemy	0.58
Jarn	11/12/2025	Meat	27.76
Jarn	11/12/2025	Misc.	1.12
Amarànthus	11/12/2025	Alchemy	0.3
Amarànthus	11/12/2025	Meat	0.27
Amarànthus	11/12/2025	Herbalism	0.5
Amarànthus	11/12/2025	Mining	0.3
Amarànthus	11/12/2025	Misc.	0.55
Jadiaz	11/12/2025	Quest	0.3
Dirtysanta	11/12/2025	Misc.	0.64
Dirtysanta	11/12/2025	Cloth	10.2
Dirtysanta	11/12/2025	Mining	2.54
Dirtysanta	11/12/2025	Skinning	0.56
Faelr	11/12/2025	Misc.	9.8
Jarn	11/12/2025	Quest	0.09
Pimientito	11/12/2025	Meat	0.58
Pimientito	11/12/2025	Cloth	0.22
Pimientito	11/12/2025	Misc.	0.35
Pimientito	11/12/2025	Gear	0.15
Pimientito	11/12/2025	Skinning	0.5
Yuriv	11/12/2025	Mining	0.3399999999999999
Yuriv	11/12/2025	Meat	0.18
Yuriv	11/12/2025	Misc.	0.18
Yuriv	11/12/2025	Cloth	4.4
Yuriv	11/12/2025	Herbalism	0.4
Yuriv	11/12/2025	Alchemy	0.13
Yuriv	11/12/2025	Leatherworking	1.4
Bäelan	11/12/2025	Mining	0.68
Bäelan	11/12/2025	Cloth	0.3
Melissam	11/12/2025	Misc.	1.08
Dirtysanta	11/12/2025	Meat	0.3
Dirtysanta	11/12/2025	Alchemy	0.1
Ihatemagesxx	11/12/2025	Herbalism	0.53
Melissamarie	11/12/2025	Tailoring	1.2
Bryllie	11/12/2025	Alchemy	0.3399999999999999
Gheralt/ArtoriusVigo	11/12/2025	Banking	5.0
Kilroth	11/12/2025	Banking	1.5
